coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,main_temp_celsius,main_temp_fahrenheit,main_feels_like_celsius,main_feels_like_fahrenheit,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,sys_sunrise_time,timezone,id,name,cod
75.8333,22.7179,721,Haze,haze,50n,stations,298.25,299.11,298.25,298.25,1003,88,1003,943,25.100000000000023,77.18000000000004,25.960000000000036,78.72800000000007,3000,4.12,260,75,1722448322,1,9067,IN,1722385648,1722433108,2024-07-31T05:57:28,19800,1269743,Indore,200
72.9667,19.2,721,Haze,haze,50n,stations,301.1,305.59,301.1,301.1,1006,83,1006,1004,27.950000000000045,82.31000000000009,32.44,90.392,2500,4.63,250,75,1722448520,1,9052,IN,1722386664,1722433468,2024-07-31T06:14:24,19800,1254661,Thāne,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,298.19,299.1,298.19,298.19,1002,90,1002,947,25.04000000000002,77.07200000000003,25.950000000000045,78.7100000000001,10000,3.43,252,98,1722448606,,,IN,1722385219,1722432785,2024-07-31T05:50:19,19800,1275841,Bhopal,200
83.2093,17.69,701,Mist,mist,50n,stations,302.09,309.09,302.09,302.09,1002,94,1002,998,28.939999999999998,84.092,35.94,96.692,4000,4.12,260,75,1722448619,1,9255,IN,1722384340,1722430875,2024-07-31T05:35:40,19800,1253102,Visakhapatnam,200
73.801,18.6279,500,Rain,light rain,10n,stations,297.27,298.14,297.27,297.27,1008,92,1008,945,24.120000000000005,75.41600000000001,24.99000000000001,76.98200000000003,9584,3.2,250,100,1722448333,2,2091523,IN,1722386515,1722433217,2024-07-31T06:11:55,19800,1259652,Pimpri-Chinchwad,200
85.1167,25.6,701,Mist,mist,50n,stations,303.11,310.11,303.11,303.11,999,94,999,993,29.960000000000036,85.92800000000007,36.960000000000036,98.52800000000006,3000,2.06,210,75,1722448619,1,9129,IN,1722383137,1722431163,2024-07-31T05:15:37,19800,1260086,Patna,200
73.2,22.3,804,Clouds,overcast clouds,04n,stations,302.13,306.79,302.13,302.13,1003,75,1003,998,28.980000000000018,84.16400000000004,33.64000000000004,92.55200000000008,10000,5.98,238,100,1722448619,,,IN,1722386320,1722433700,2024-07-31T06:08:40,19800,1253573,Vadodara,200
77.4333,28.6667,502,Rain,heavy intensity rain,10n,stations,299.23,299.23,299.23,299.23,1000,92,1000,975,26.08000000000004,78.94400000000007,26.08000000000004,78.94400000000007,5852,5.84,130,100,1722448517,1,9165,IN,1722384664,1722433324,2024-07-31T05:41:04,19800,1271308,Ghaziabad,200
75.85,30.9,501,Rain,moderate rain,10n,stations,307.64,314.64,307.64,307.64,996,99,996,969,34.49000000000001,94.08200000000002,41.49000000000001,106.68200000000002,10000,3.29,137,92,1722448619,2,2036316,IN,1722384799,1722433949,2024-07-31T05:43:19,19800,1264728,Ludhiana,200
78.0167,27.1833,501,Rain,moderate rain,10n,stations,301.48,305.75,301.48,301.48,1000,78,1000,981,28.33000000000004,82.99400000000009,32.60000000000002,90.68000000000004,5651,7.12,339,100,1722448061,,,IN,1722384680,1722433028,2024-07-31T05:41:20,19800,1279259,Agra,200
73.8,19.9833,804,Clouds,overcast clouds,04n,stations,296.59,297.37,296.59,296.59,1006,91,1006,942,23.439999999999998,74.19200000000001,24.220000000000027,75.59600000000006,10000,5.87,253,97,1722448619,,,IN,1722386392,1722433340,2024-07-31T06:09:52,19800,1261731,Nashik,200
